Name,Description,Note,Created,Last edited time,length,Created by,Days
避免有毒的關係。很多人都辦不到，結果傷害未來甚鉅。,《也許你該跟未來學家談談》,,"October 4, 2022 10:18 AM","April 26, 2023 7:51 PM",25,imac-fly,204
定義行為的並非環境中的物品，而是我們與物品的關係。,《原子習慣》,,"September 26, 2022 8:14 AM","September 26, 2022 8:14 AM",25,imac-fly,0
每一段關係都尋找著自己的定位，如果妳放手順其自然。,《道德浪女》,,"June 23, 2022 2:12 PM","June 23, 2022 2:12 PM",25,imac-fly,0
定義行為的並非環境中的物品，而是我們與物品的關係。,《原子習慣》,,"April 28, 2022 7:17 AM","April 26, 2023 7:10 PM",25,imac-fly,363
"我們很容易忘記臉書在我們的人際關係中參與了多少。","《被操弄的真實》",,"March 27, 2023 7:00 PM","March 27, 2023 7:00 PM",26,imac-fly,0
"有意義的人際關係，就是那些我所關心和關心我的人。","《原則》",,"February 2, 2023 2:22 PM","February 2, 2023 2:22 PM",26,imac-fly,0
"你的可信度比專業、關係、智慧、資產和外表更重要。","《華頓商學院最受歡迎的談判課》",,"January 27, 2023 11:33 AM","January 27, 2023 11:33 AM",26,imac-fly,0
友情，以及更普遍的人際關係，對於發現喜悅有多麼重要。,《最後一次相遇，我們只談喜悅（暢銷新版）》,,"November 22, 2022 5:29 PM","April 26, 2023 7:36 PM",26,imac-fly,155
如果一個人在盡力維護關係，那就是某種匱乏的細微指標。,《關係的存有》,,"September 16, 2022 2:10 PM","September 16, 2022 2:10 PM",26,imac-fly,0
由於人們拒絕面對有限性，多年卡在沒有結果的關係之中。,《人生4千個禮拜》,,"July 4, 2022 6:28 AM","July 4, 2022 6:28 AM",26,imac-fly,0
強調時鐘造成的後果，是「切斷時間與人類事件的關係」。,《網路讓我們變笨？》,,"May 23, 2022 11:54 AM","April 26, 2023 7:37 PM",26,imac-fly,338
一旦兩人的關係穩定下來，男人這種生物就是會徹底鬆懈。,《老公使用說明書》,,"May 12, 2022 11:12 AM","April 26, 2023 7:36 PM",26,imac-fly,349
"大家都以親密關係來暗喻性，但有比性更親密的關係嗎？","《歡迎來到性諮商室》",,"April 23, 2023 10:37 PM","April 23, 2023 10:37 PM",27,imac-fly,0
親密關係中的自我揭露程度愈高，對關係的滿意度也會增加。,"《為什麼要戀愛》",,"February 19, 2023 8:49 PM","February 20, 2023 10:03 AM",27,imac-fly,0
傳統社群的生活有個常見而重要的特色，亦即人際關係緊密。,"《昨日世界（暢銷慶祝版）》",,"January 26, 2023 9:31 PM","April 26, 2023 7:36 PM",27,imac-fly,89
有找出人民和憲法之間斷裂的關係，才能知道接下來怎麼走。,"《如果台灣的四周是海洋》",,"January 23, 2023 7:30 PM","April 26, 2023 7:36 PM",27,imac-fly,93
劇作家小組教會了我，戲劇是關於人際關係的，而不是人物。,《即興》,,"October 13, 2022 5:29 PM","April 26, 2023 7:36 PM",27,imac-fly,195
在這裡必須特別強調，婚姻是一種合作關係，沒有地位之分。,《克服與重生》,,"July 10, 2022 9:02 PM","April 26, 2023 7:36 PM",27,imac-fly,289
電影在編劇時，考慮比較多的是每個角色的關係和情緒轉變。,《編劇魂》,,"June 21, 2022 11:47 AM","April 26, 2023 7:37 PM",27,imac-fly,309
如果擁有與他人互相支持的親密關係，我們就會活得久一點。,《關於大腦的七又二分之一堂課》,,"May 12, 2022 9:31 AM","January 31, 2023 8:53 AM",27,imac-fly,263
建構充滿自戀以及欺瞞的人際關係，同時缺乏感同身受的能力。,"《病態人格》",,"April 25, 2023 7:11 PM","April 26, 2023 7:37 PM",28,imac-fly,1
"別在這段已經結束的關係上繼續投入感情，這一點很重要。","《關係結束後，成為更好的自己【薩提爾專文推薦暢銷經典版】》",,"April 15, 2023 10:40 PM","April 15, 2023 10:40 PM",28,imac-fly,0
依附關係的健全與否會影響一個人管理情緒與耐受壓力的能力。,"《創傷療癒手冊》",,"April 10, 2023 9:53 AM","April 10, 2023 4:01 PM",28,imac-fly,0
建立良好親子關係的一種最有效方法，就是跟孩子在當下相遇。,"《覺醒家庭》",,"February 18, 2023 9:45 AM","February 20, 2023 9:50 AM",28,imac-fly,2
由於夫妻是一種結合的關係，因此要重新樹立內在融合的定義。,"《直說無妨：非常關係2【相知相愛紀念版】》",,"January 29, 2023 3:11 PM","April 26, 2023 7:37 PM",28,imac-fly,87
"而問題的解決方案，常常就藏在這些「連接關係」裡。

","《底層邏輯》
",,"January 12, 2023 4:22 PM","January 12, 2023 4:22 PM",28,imac-fly,0
我花了很多時間尋找答案、理出頭緒，但不知道好像也沒關係。,《也許你該找人聊聊》,,"October 3, 2022 5:38 PM","October 3, 2022 5:38 PM",28,imac-fly,0
每一段關係都有蜜月期，而任何關係都無法永遠維持在蜜月期。,《道德浪女》,,"June 23, 2022 2:15 PM","June 23, 2022 2:15 PM",28,imac-fly,0
必須先掌握自然與人類之間的關係，才能看見歷史真正的樣貌。,《名作要從最後一句開始讀》,,"April 16, 2022 4:05 PM","April 16, 2022 4:05 PM",28,imac-fly,0
情感孤獨為「只有相互承諾的關係才能夠獲得治療的孤獨感受」。,"《依戀理論三部曲3：失落》",,"March 29, 2023 3:57 PM","April 26, 2023 7:37 PM",29,imac-fly,28
謂自我意識，不是空洞的意識，而應該意識到我與神的這種關係。,"《齊克果存在概念》",,"February 24, 2023 1:23 PM","April 5, 2023 5:27 PM",29,imac-fly,40
父母之所以養育子女，主要是基於親子關係本身提供的情感滿足。,"《拚教養》",,"February 17, 2023 1:59 PM","April 26, 2023 7:37 PM",29,imac-fly,68
健康、充實的人際關係的一個重要面向是，經常進行正向的互動。,"《強韌心態》",,"January 29, 2023 3:31 PM","February 20, 2023 11:42 AM",29,imac-fly,21
"她發現男性對人際關係中出現的壓力和緊張有更高的容忍度。","《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》",,"January 22, 2023 9:18 AM","January 22, 2023 9:18 AM",29,imac-fly,0
人不荒謬，世界也不荒謬，把世界和人聯繫起來的關係才屬荒謬。,《荒謬之外：卡繆思想研究》,,"October 26, 2022 5:20 PM","April 26, 2023 7:37 PM",29,imac-fly,182
情緒類上癮：透過不當的情緒反應，影響及破壞人際之間的關係。,《上癮的真相》,,"October 19, 2022 5:48 PM","October 19, 2022 5:48 PM",29,imac-fly,0
人的不滿情緒和糟糕的心情，一般會隨著社會關係鏈條依次傳遞。,《墨菲定律》,,"July 16, 2022 11:47 AM","April 26, 2023 7:38 PM",29,imac-fly,284
說幸福的關係在於合作，並且要重視配偶的感覺甚於自己的感覺。,《阿德勒心理學講義》,,"July 10, 2022 6:44 PM","April 5, 2023 5:27 PM",29,imac-fly,268
利用分手的真實經驗，設定你在新關係中應該有和需要有的期望。,《僧人心態》,,"May 17, 2022 7:27 AM","May 17, 2022 7:27 AM",29,imac-fly,0
產生意識的主要是大腦與其環境之間的關係，即大腦－世界關係。,《病腦啟示》,,"May 12, 2022 6:59 PM","April 26, 2023 7:52 PM",29,imac-fly,349
有些人是寧願選擇反覆無常又千瘡百孔的關係，也不願保持單身。,《也許你該找人聊聊》,,"May 2, 2022 9:55 AM","May 2, 2022 9:55 AM",29,imac-fly,0
真正需要花大量專注力的溝通，應該是對我們想維繫關係的對象。,《順勢溝通》,,"April 30, 2022 10:27 AM","April 30, 2022 10:27 AM",29,imac-fly,0
"形成團隊之前，他們必須先彼此接觸，也就是釐清彼此的關係。","《我與內心團隊的溝通心理學》",,"April 8, 2023 6:50 PM","April 8, 2023 6:50 PM",30,imac-fly,0
大腦賦予我們社交能力，因此人類才能建立關係、使生命具有意義。,"《當呼吸化為空氣（揪心感動暢銷版）》",,"March 25, 2023 11:31 AM","April 26, 2023 7:38 PM",30,imac-fly,32
奉行價值經濟意謂著打破工作時間以及所創造價值之間的對等關係。,"《聰明工作，讓你更自由》",,"February 3, 2023 12:51 PM","April 26, 2023 7:38 PM",30,imac-fly,82
"對社群關係的投入是實現健康、長壽和幸福人生的重要槓桿點。","《強韌心態》",,"January 29, 2023 3:19 PM","January 29, 2023 3:19 PM",30,imac-fly,0
家人和朋友關係不同的另一點是，維持友誼比維持家庭關係更費力。,《朋友原來是天生的：鄧巴數字與友誼成功的七大支柱》,,"November 22, 2022 11:07 AM","November 22, 2022 11:07 AM",30,imac-fly,0
面對自身的有限性，我們才有可能和人生步入一段真正實在的關係。,《人生4千個禮拜》,,"November 8, 2022 6:48 PM","November 8, 2022 6:48 PM",30,imac-fly,0
傾向壓抑情緒的人，擁有的親密關係與感受到的社會支持都比較少。,《僧人心態》,,"November 2, 2022 10:26 PM","April 26, 2023 7:38 PM",30,imac-fly,174
當你與時間的關係幾乎完全是工具性的，當下這一刻便會失去意義。,《人生4千個禮拜》,,"July 20, 2022 8:10 AM","April 26, 2023 7:38 PM",30,imac-fly,280
深層閱讀和思考之所以會在歷史中發展出來，就是因為書籍的關係。,《資訊爆炸之後》,,"May 23, 2022 8:59 AM","May 23, 2022 8:59 AM",30,imac-fly,0
當你與時間的關係幾乎完全是工具性的，當下這一刻便會失去意義。,《人生4千個禮拜》,,"May 5, 2022 12:51 PM","May 5, 2022 12:51 PM",30,imac-fly,0
這種將道歉變成感謝的方式，感覺更大方，和對方的關係也會變好。,《順勢溝通》,,"April 30, 2022 10:14 AM","April 30, 2022 10:14 AM",30,imac-fly,0
"病態人格者不僅無法與他人建立羈絆，與自身的關係也頗為薄弱。","《病態人格》",,"April 25, 2023 7:19 PM","April 25, 2023 7:19 PM",31,imac-fly,0
研究找不出一個人在白天的活動水平和當晚的睡眠品質存有任何關係。,"《邊做夢邊冒險》",,"April 5, 2023 1:48 PM","April 26, 2023 7:39 PM",31,imac-fly,21
我們可不可以找到幸福的兩個關鍵：牢固的人際關係，以及自我認識。,"《無所事事之必要》",,"February 2, 2023 11:23 AM","April 5, 2023 5:27 PM",31,imac-fly,62
網路更大的影響可能是把回饋轉為商業交易乃至人際關係的核心特徵。,《逆向工程，你我都能變優秀的祕訣：全球頂尖創新者、運動員、藝術家共同實證》,,"July 9, 2022 8:44 AM","July 9, 2022 8:44 AM",31,imac-fly,0
把你在關係中所珍惜的事物寫下來列一張表，留待不愉快的時候備用。,《道德浪女》,,"June 15, 2022 3:09 PM","June 15, 2022 3:09 PM",31,imac-fly,0
當你與自己的關係很好的時候，你就有很珍貴的東西可以與人分享了。,《道德浪女》,,"June 8, 2022 5:18 PM","June 8, 2022 5:18 PM",31,imac-fly,0
社群是「一群有著共同興趣或關注的人，並且彼此間發展出人際關係。,《場外人生：運動員送給迷惘的我們20種力量》,,"May 13, 2022 6:21 PM","April 26, 2023 7:39 PM",31,imac-fly,348
人際關係會影響我們是否磕毒、失眠、抽菸、喝酒、飲食，甚至快樂。,《成功，從聚焦一件事開始》,,"April 26, 2022 6:06 PM","April 26, 2022 6:06 PM",31,imac-fly,0
"對需要控制感的人類來說，和物體的關係才是最能安心的「關係」。","《療癒孤寂》",,"April 9, 2023 4:25 PM","April 9, 2023 4:25 PM",32,imac-fly,0
"模仿是一種人際關係的黏合劑，一種表達「我們是同一夥」的方式。","《象與騎象人》",,"March 4, 2023 4:29 PM","March 4, 2023 4:29 PM",32,imac-fly,0
"嘗試過，失敗過，都沒關係，再試一次，再次失敗，更成功地失敗。","《一週工作4小時【全新增訂版】》",,"January 29, 2023 8:25 AM","January 29, 2023 8:25 AM",32,imac-fly,0
"系統，是內部各個要素、變數之間相互關係、相互作用的整體，

","《底層邏輯》
",,"January 12, 2023 4:11 PM","January 12, 2023 4:11 PM",32,imac-fly,0
"在考慮到關係和金錢的相對重要性時，很明顯地，關係更為重要

","《原則》
",,"January 5, 2023 1:55 PM","January 5, 2023 1:55 PM",32,imac-fly,0
我寧可做自己，悲慘也沒關係。我就是不想變成別人，再快樂我也不要。,《美麗新世界》,,"October 13, 2022 7:44 PM","April 6, 2023 8:09 AM",32,imac-fly,174
調度並不重要，舞臺上就那幾個演員，他們移動到哪裡又有什麼關係呢？,《即興》,,"October 13, 2022 5:29 PM","October 13, 2022 5:29 PM",32,imac-fly,0
個人主義「培育自我的文化，引誘自我以自戀的方式與世界建立關係」。,《物裡學（2021復刻增修新版＋全新攝影）》,,"September 19, 2022 9:24 PM","April 26, 2023 7:39 PM",32,imac-fly,218
人腦生來就會對互動感到興奮，這是為了要感知外界以妥善生存的關係。,《老公使用說明書》,,"June 20, 2022 7:02 PM","June 20, 2022 7:02 PM",32,imac-fly,0
唯有面對自身的有限性，我們才有可能和人生步入一段真正實在的關係。,《人生4千個禮拜》,,"June 17, 2022 8:48 AM","June 17, 2022 8:48 AM",32,imac-fly,0
"病態人格者潛藏強烈的暴力傾向，這或許與睪酮素分泌量有某些關係。","《病態人格》",,"April 25, 2023 7:11 PM","April 25, 2023 7:11 PM",33,imac-fly,0
"一切意義都來自外部，來自與他者的關係，之後再成為我們的一部分。","《死亡否認》",,"April 22, 2023 4:05 PM","April 22, 2023 4:05 PM",33,imac-fly,0
"每一段關係，都只有當下。追求永恆的愛，就是好好經營每一個現在。","《從絕望到希望的阿德勒幸福論》",,"April 5, 2023 12:31 AM","April 5, 2023 12:31 AM",33,imac-fly,0
傳統一對一的顧客關係管理概念必須轉變，社群媒體是多對多的顧客關係。,"《行銷4.0》",,"February 19, 2023 1:35 PM","February 20, 2023 10:01 AM",33,imac-fly,0
我們本不願入世，因而只好和人世間維持時斷時續的關係，才有辦法忍受。,"《精神分析引論（新版）》",,"February 18, 2023 11:03 PM","April 26, 2023 7:39 PM",33,imac-fly,66
"自己的婚姻是由於彼此的平等關係和各自的獨立性，而得以維持堅穩。","《愛這個世界：漢娜鄂蘭傳》",,"February 1, 2023 10:27 PM","February 1, 2023 10:27 PM",33,imac-fly,0
"反饋機制，他不知道眼下的努力和我心裡的那個目標之間是什麼關係。","《將平凡的事做得不平凡》",,"January 29, 2023 9:08 AM","January 29, 2023 9:08 AM",33,imac-fly,0
你每一次搬家、換工作，或展開一段新關係，都是你重塑自己的可貴時機。,《僧人心態》,,"November 28, 2022 8:44 PM","April 5, 2023 5:27 PM",33,imac-fly,127
愛主要不是一種和某個特定的人的關係。它是一種態度，一種性格的取向。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"October 29, 2022 1:47 PM","April 11, 2023 6:39 PM",33,imac-fly,164
藥物濫用者的四個主要的脆弱性為：情感容忍度、自我照顧、自尊和關係。,《減害心理治療》,,"October 19, 2022 5:18 PM","October 19, 2022 5:18 PM",33,imac-fly,0
當你封閉了對自己需求的覺知，你就不可能與他人發展出真正的親密關係。,《為什麼我們總是在逃避？》,,"September 16, 2022 9:14 AM","April 5, 2023 5:27 PM",33,imac-fly,201
習慣與聯想大有關係，這些聯想決定了我們對某個習慣是否值得重複的預測,《原子習慣》,,"May 3, 2022 10:21 AM","May 3, 2022 10:21 AM",33,imac-fly,0
一旦在人際關係中確信「我是對的」，那瞬間就已經一腳踏入了權力鬥爭。,《被討厭的勇氣：自我啟發之父「阿德勒」的教導》,,"April 26, 2022 11:31 PM","April 26, 2022 11:31 PM",33,imac-fly,0
"人脈的拓展不是以量取勝，目的是要能與值得信賴的人建立真誠的關係。","《別自個兒用餐》",,"January 27, 2023 12:09 PM","January 27, 2023 12:09 PM",34,imac-fly,0
在我們眼前呈現的事物，不單表現出了先後次序，更彰顯了某種美妙的關係。,《沉思錄》,,"September 16, 2022 8:14 PM","September 16, 2022 8:14 PM",34,imac-fly,0
在每一段關係裡，你都有機會設定自己期望的喜悅，以及可接受的痛苦程度。,《僧人心態》,,"July 23, 2022 9:40 AM","July 23, 2022 9:40 AM",34,imac-fly,0
不再操縱友情的時候，有一些友誼消失了，另一些關係則變得比過去更深厚。,《我需要你的愛。這是真的嗎？》,,"May 26, 2022 3:44 PM","May 26, 2022 3:44 PM",34,imac-fly,0
重建自己的社會關係，與能夠理解你在情感上受苦並願意真心接納你的人來往。,"《關係結束後，成為更好的自己【薩提爾專文推薦暢銷經典版】》",,"April 15, 2023 10:39 PM","April 26, 2023 7:51 PM",35,imac-fly,10
"嘗試過，失敗過，沒關係；再試一次，再失敗一次，失敗得更有意義）。 ","《不當媽會怎樣？》",,"January 24, 2023 8:05 PM","January 24, 2023 8:05 PM",35,imac-fly,0
轉化關係的最佳催化劑，便是完全接納伴侶的一切，不去評斷或企圖改變對方。,《當下的力量（全新紀念版）》,,"November 29, 2022 6:30 PM","April 14, 2023 9:28 AM",35,imac-fly,135
在大公司裡，比起工作能力好的人，反而是有關係、長袖善舞的人才能活下來。,《深夜咖啡店》,,"November 23, 2022 11:24 PM","November 23, 2022 11:24 PM",35,imac-fly,0
透過減量到自己能夠確實掌握、面對的程度，物品與你的關係才會充滿生命力。,《怦然心動的人生整理魔法》,,"September 18, 2022 1:55 PM","April 5, 2023 5:28 PM",35,imac-fly,199
事物總是依序相生，靠著積極活動、攜手合作、實體的統一，建立起因果關係。,《沉思錄》,,"September 16, 2022 9:01 PM","September 16, 2022 9:01 PM",35,imac-fly,0
建立關係前或進入關係以後，都要退後一步，評估並確保我們了解自己的意圖。,《僧人心態》,,"July 20, 2022 7:41 AM","April 5, 2023 5:28 PM",35,imac-fly,259
無論我們單身、有伴、群婚，還是置身於任何其他創意浪女以愛發明的關係中。,《道德浪女》,,"June 23, 2022 2:13 PM","June 23, 2022 2:13 PM",35,imac-fly,0
高膽固醇血症是代謝症候群的症狀之一，和你吃進去多少膽固醇沒有直接關係。,《大腦營養學全書》,,"April 23, 2022 7:40 AM","April 23, 2022 7:40 AM",35,imac-fly,0
許多不同的媒體形式、行動者及想要建立相互依賴關係的利益共同組成的拼裝體。,"《被操弄的真實》",,"March 27, 2023 6:33 PM","April 26, 2023 7:51 PM",36,imac-fly,30
"性格的根本基礎不在於原欲結構的各種類型，而是一個人和世界的特定關係。","《自我的追尋》",,"February 1, 2023 3:27 PM","February 1, 2023 3:27 PM",36,imac-fly,0
"遇到無法脫離的人際關係時，表示「你在這個階段該學習的事情還沒學完」。","《不生氣之後，變身有錢人》",,"January 29, 2023 9:58 AM","January 29, 2023 9:58 AM",36,imac-fly,0
舞蹈不詮釋音樂，音樂也不在節拍上支持舞步，兩者無主從關係，只是同時存在。,《激流與倒影》,,"December 3, 2022 4:09 PM","December 3, 2022 4:09 PM",36,imac-fly,0
時間倒流會打破因果關係。如果你想讓宇宙合情合理，那就要嚴肅看待因果關係。,《這世界難捉摸》,,"September 21, 2022 9:50 PM","September 21, 2022 9:50 PM",36,imac-fly,0
所謂令人滿足的生活，其目標就是在家庭和更廣泛的社群之間，建立深刻的關係。,《長壽新人生》,,"June 2, 2022 4:59 PM","June 2, 2022 4:59 PM",36,imac-fly,0
唯有透過反覆思考、定義，我們才能漸漸釐清自己與世界的關係、因而找到定位。,《讓你咻咻咻的人生編輯術》,,"May 6, 2022 6:12 PM","May 6, 2022 6:12 PM",36,imac-fly,0
再日常不過的感情事分享，到了開放／多重關係，卻可能危及工作及生活的一切。,《道德浪女》,,"April 28, 2022 7:35 AM","February 6, 2023 7:35 PM",36,imac-fly,284
過度期待不僅使一段關係的生活變得複雜，還可能阻礙你與潛在對象一開始的連結。,"《為什麼要戀愛》",,"January 22, 2023 8:14 AM","April 26, 2023 7:52 PM",37,imac-fly,94
失去關係是一種值得承擔的風險，尋找維持關係的方法，更是一項值得面對的挑戰。,《僧人心態》,,"December 21, 2022 12:21 AM","December 21, 2022 12:21 AM",37,imac-fly,0
時間和因果關係只以一個方向流動，邏輯也是。所以我們必須小心，不要弄錯方向。,《邏輯的藝術》,,"September 7, 2022 10:16 AM","September 7, 2022 10:16 AM",37,imac-fly,0
調整和提升你的表達，確保對方有聽懂你想說的，是你在一段關係中應負起的責任。,《男人的愛情研究室》,,"July 17, 2022 9:29 AM","July 17, 2022 9:29 AM",37,imac-fly,0
"正是情緒、憤怒、恐懼、失望的關係，這些原因一起出現且翻攪旋轉，讓人變傻。","《論教育》",,"April 5, 2023 1:08 AM","April 5, 2023 1:08 AM",38,imac-fly,0
發現孤獨感與關係中肢體接觸的品質並無關聯，但卻與缺乏自我揭露，存在強烈關聯。,"《為什麼要戀愛》",,"February 19, 2023 8:49 PM","February 20, 2023 10:03 AM",38,imac-fly,0
"不只是人際關係，如果所有事情都視「損益」來決定，那會很難獲得他人的信任。","《松浦彌太郎：我對投資的想法》",,"January 14, 2023 10:47 AM","January 14, 2023 10:47 AM",38,imac-fly,0
今天就做一點，不論時間多短都沒關係，而且不要管有多少其他超大的石頭在呼喚你。,《人生4千個禮拜》,,"July 10, 2022 5:19 AM","July 10, 2022 5:19 AM",38,imac-fly,0
性與浪漫，無論多麼宏偉驚人，都不是長期關係的滿意度指標，或者心靈平和度指標。,《道德浪女》,,"June 23, 2022 2:13 PM","June 23, 2022 2:13 PM",38,imac-fly,0
專注在富足之上，創造一個充滿生命中的好東西的關係生態學：溫暖、喜愛、性與愛。,《道德浪女》,,"June 17, 2022 2:49 PM","June 17, 2022 2:49 PM",38,imac-fly,0
在都市聚落裡，不熟悉度（unfamiliarity）成了衡量人際關係的標準。,《城市、演化、人》,,"May 23, 2022 12:12 PM","April 26, 2023 7:53 PM",38,imac-fly,338
